X,Y,Z,formation
10.0,10.0,506.28215181562564,rock1
10.0,990.0,506.28215181562564,rock1
270.0,230.0,650.0222139260919,rock1
270.0,770.0,650.0222139260919,rock1
730.0,230.0,650.0222139260918,rock1
730.0,770.0,650.0222139260918,rock1
990.0,10.0,506.28215181562564,rock1
990.0,990.0,506.28215181562564,rock1
10.0,10.0,706.2821518156256,rock2
10.0,990.0,706.2821518156256,rock2
270.0,230.0,850.0222139260919,rock2
270.0,770.0,850.0222139260919,rock2
730.0,230.0,850.0222139260918,rock2
730.0,770.0,850.0222139260918,rock2
990.0,10.0,706.2821518156256,rock2
990.0,990.0,706.2821518156256,rock2
