X,Y,Z,formation
0.0,0.0,400.0,rock1
0.0,5000.0,400.0,rock1
0.0,10000.0,400.0,rock1
700.0,0.0,630.5063509461096,rock1
700.0,5000.0,630.5063509461096,rock1
700.0,10000.0,630.5063509461096,rock1
1400.0,0.0,644.5063509461098,rock1
1400.0,5000.0,644.5063509461098,rock1
1400.0,10000.0,644.5063509461098,rock1
2100.0,0.0,442.0000000000002,rock1
2100.0,5000.0,442.0000000000002,rock1
2100.0,10000.0,442.0000000000002,rock1
2800.0,0.0,239.49364905389064,rock1
2800.0,5000.0,239.49364905389064,rock1
2800.0,10000.0,239.49364905389064,rock1
3500.0,0.0,253.4936490538903,rock1
3500.0,5000.0,253.4936490538903,rock1
3500.0,10000.0,253.4936490538903,rock1
4200.0,0.0,483.99999999999955,rock1
4200.0,5000.0,483.99999999999955,rock1
4200.0,10000.0,483.99999999999955,rock1
5000.0,0.0,716.5063509461093,rock1
5000.0,5000.0,716.5063509461093,rock1
5000.0,10000.0,716.5063509461093,rock1
5700.0,0.0,514.0000000000015,rock1
5700.0,5000.0,514.0000000000015,rock1
5700.0,10000.0,514.0000000000015,rock1
6400.0,0.0,311.4936490538895,rock1
6400.0,5000.0,311.4936490538895,rock1
6400.0,10000.0,311.4936490538895,rock1
7100.0,0.0,325.49364905388927,rock1
7100.0,5000.0,325.49364905388927,rock1
7100.0,10000.0,325.49364905388927,rock1
7800.0,0.0,556.0000000000009,rock1
7800.0,5000.0,556.0000000000009,rock1
7800.0,10000.0,556.0000000000009,rock1
8500.0,0.0,786.5063509461099,rock1
8500.0,5000.0,786.5063509461099,rock1
8500.0,10000.0,786.5063509461099,rock1
9200.0,0.0,800.5063509461113,rock1
9200.0,5000.0,800.5063509461113,rock1
9200.0,10000.0,800.5063509461113,rock1
10000.0,0.0,383.4936490538896,rock1
10000.0,5000.0,383.4936490538896,rock1
10000.0,10000.0,383.4936490538896,rock1
0.0,0.0,700.0,rock2
0.0,5000.0,700.0,rock2
0.0,10000.0,700.0,rock2
700.0,0.0,930.5063509461096,rock2
700.0,5000.0,930.5063509461096,rock2
700.0,10000.0,930.5063509461096,rock2
1400.0,0.0,944.5063509461098,rock2
1400.0,5000.0,944.5063509461098,rock2
1400.0,10000.0,944.5063509461098,rock2
2100.0,0.0,742.0000000000002,rock2
2100.0,5000.0,742.0000000000002,rock2
2100.0,10000.0,742.0000000000002,rock2
2800.0,0.0,539.4936490538906,rock2
2800.0,5000.0,539.4936490538906,rock2
2800.0,10000.0,539.4936490538906,rock2
3500.0,0.0,553.4936490538903,rock2
3500.0,5000.0,553.4936490538903,rock2
3500.0,10000.0,553.4936490538903,rock2
4200.0,0.0,783.9999999999995,rock2
4200.0,5000.0,783.9999999999995,rock2
4200.0,10000.0,783.9999999999995,rock2
5000.0,0.0,1016.5063509461093,rock2
5000.0,5000.0,1016.5063509461093,rock2
5000.0,10000.0,1016.5063509461093,rock2
5700.0,0.0,814.0000000000015,rock2
5700.0,5000.0,814.0000000000015,rock2
5700.0,10000.0,814.0000000000015,rock2
6400.0,0.0,611.4936490538895,rock2
6400.0,5000.0,611.4936490538895,rock2
6400.0,10000.0,611.4936490538895,rock2
7100.0,0.0,625.4936490538893,rock2
7100.0,5000.0,625.4936490538893,rock2
7100.0,10000.0,625.4936490538893,rock2
7800.0,0.0,856.0000000000009,rock2
7800.0,5000.0,856.0000000000009,rock2
7800.0,10000.0,856.0000000000009,rock2
8500.0,0.0,1086.50635094611,rock2
8500.0,5000.0,1086.50635094611,rock2
8500.0,10000.0,1086.50635094611,rock2
9200.0,0.0,1100.5063509461113,rock2
9200.0,5000.0,1100.5063509461113,rock2
9200.0,10000.0,1100.5063509461113,rock2
10000.0,0.0,683.4936490538896,rock2
10000.0,5000.0,683.4936490538896,rock2
10000.0,10000.0,683.4936490538896,rock2
